,Time,Component,percent
0,0.0,Astro,0.1252604
1,0.008008008,Astro,0.12522209
2,0.016016016,Astro,0.12518358
3,0.024024025,Astro,0.12514488
4,0.03203203,Astro,0.12510602
5,0.04004004,Astro,0.12506697
6,0.04804805,Astro,0.12502772
7,0.056056056,Astro,0.12498832
8,0.06406406,Astro,0.12494872
9,0.072072074,Astro,0.124908954
10,0.08008008,Astro,0.124869004
11,0.08808809,Astro,0.12482887
12,0.0960961,Astro,0.124788605
13,0.1041041,Astro,0.12474812
14,0.11211211,Astro,0.124707446
15,0.12012012,Astro,0.12466663
16,0.12812813,Astro,0.12462564
17,0.13613613,Astro,0.12458447
18,0.14414415,Astro,0.12454311
19,0.15215215,Astro,0.124501616
20,0.16016015,Astro,0.124459915
21,0.16816816,Astro,0.12441808
22,0.17617618,Astro,0.12437604
23,0.18418418,Astro,0.12433385
24,0.1921922,Astro,0.124291524
25,0.2002002,Astro,0.124249
26,0.20820822,Astro,0.1242063
27,0.21621622,Astro,0.12416345
28,0.22422422,Astro,0.124120444
29,0.23223224,Astro,0.124077246
30,0.24024025,Astro,0.12403391
31,0.24824825,Astro,0.12399041
32,0.25625625,Astro,0.12394673
33,0.26426426,Astro,0.12390293
34,0.27227226,Astro,0.12385894
35,0.2802803,Astro,0.12381482
36,0.2882883,Astro,0.12377051
37,0.2962963,Astro,0.12372606
38,0.3043043,Astro,0.12368146
39,0.3123123,Astro,0.12363671
40,0.3203203,Astro,0.12359177
41,0.3283283,Astro,0.1235467
42,0.3363363,Astro,0.12350146
43,0.34434432,Astro,0.123456106
44,0.35235235,Astro,0.123410575
45,0.36036035,Astro,0.1233649
46,0.36836836,Astro,0.12331911
47,0.37637636,Astro,0.12327313
48,0.3843844,Astro,0.123227015
49,0.3923924,Astro,0.12318073
50,0.4004004,Astro,0.12313435
51,0.4084084,Astro,0.12308778
52,0.41641644,Astro,0.1230411
53,0.42442444,Astro,0.12299424
54,0.43243244,Astro,0.12294729
55,0.44044045,Astro,0.12290014
56,0.44844845,Astro,0.12285288
