,Time,Component,percent
0,0.0,Ascending LOH,0.037530147
1,0.008008008,Ascending LOH,0.03753004
2,0.016016016,Ascending LOH,0.03752965
3,0.024024025,Ascending LOH,0.037528984
4,0.03203203,Ascending LOH,0.03752805
5,0.04004004,Ascending LOH,0.037526835
6,0.04804805,Ascending LOH,0.037525352
7,0.056056056,Ascending LOH,0.037523597
8,0.06406406,Ascending LOH,0.037521567
9,0.072072074,Ascending LOH,0.037519272
10,0.08008008,Ascending LOH,0.03751669
11,0.08808809,Ascending LOH,0.03751385
12,0.0960961,Ascending LOH,0.037510734
13,0.1041041,Ascending LOH,0.037507355
14,0.11211211,Ascending LOH,0.037503704
15,0.12012012,Ascending LOH,0.037499793
16,0.12812813,Ascending LOH,0.037495617
17,0.13613613,Ascending LOH,0.037491184
18,0.14414415,Ascending LOH,0.03748647
19,0.15215215,Ascending LOH,0.037481513
20,0.16016015,Ascending LOH,0.037476297
21,0.16816816,Ascending LOH,0.037470818
22,0.17617618,Ascending LOH,0.037465084
23,0.18418418,Ascending LOH,0.037459105
24,0.1921922,Ascending LOH,0.037452873
25,0.2002002,Ascending LOH,0.0374464
26,0.20820822,Ascending LOH,0.037439674
27,0.21621622,Ascending LOH,0.037432693
28,0.22422422,Ascending LOH,0.03742549
29,0.23223224,Ascending LOH,0.03741804
30,0.24024025,Ascending LOH,0.037410364
31,0.24824825,Ascending LOH,0.037402436
32,0.25625625,Ascending LOH,0.03739429
33,0.26426426,Ascending LOH,0.037385907
34,0.27227226,Ascending LOH,0.0373773
35,0.2802803,Ascending LOH,0.037368488
36,0.2882883,Ascending LOH,0.03735944
37,0.2962963,Ascending LOH,0.037350178
38,0.3043043,Ascending LOH,0.03734071
39,0.3123123,Ascending LOH,0.037331022
40,0.3203203,Ascending LOH,0.037321143
41,0.3283283,Ascending LOH,0.037311047
42,0.3363363,Ascending LOH,0.037300758
43,0.34434432,Ascending LOH,0.03729027
44,0.35235235,Ascending LOH,0.037279595
45,0.36036035,Ascending LOH,0.03726872
46,0.36836836,Ascending LOH,0.037257686
47,0.37637636,Ascending LOH,0.03724644
48,0.3843844,Ascending LOH,0.03723504
49,0.3923924,Ascending LOH,0.037223455
50,0.4004004,Ascending LOH,0.0372117
51,0.4084084,Ascending LOH,0.037199788
52,0.41641644,Ascending LOH,0.037187707
53,0.42442444,Ascending LOH,0.03717547
54,0.43243244,Ascending LOH,0.037163094
55,0.44044045,Ascending LOH,0.037150558
56,0.44844845,Ascending LOH,0.037137885
57,0.45645645,Ascending LOH,0.037125062
58,0.46446446,Ascending LOH,0.037112102
59,0.4724725,Ascending LOH,0.037099026
60,0.4804805,Ascending LOH,0.03708581
61,0.4884885,Ascending LOH,0.037072465
62,0.4964965,Ascending LOH,0.03705903
63,0.5045045,Ascending LOH,0.03704546
64,0.5125125,Ascending LOH,0.03703179
65,0.5205205,Ascending LOH,0.037018016
66,0.5285285,Ascending LOH,0.03700415
67,0.5365365,Ascending LOH,0.036990184
68,0.5445445,Ascending LOH,0.036976136
69,0.5525525,Ascending LOH,0.036962
70,0.5605606,Ascending LOH,0.03694778
71,0.5685686,Ascending LOH,0.036933485
72,0.5765766,Ascending LOH,0.03691913
73,0.5845846,Ascending LOH,0.036904708
74,0.5925926,Ascending LOH,0.036890224
75,0.6006006,Ascending LOH,0.036875676
76,0.6086086,Ascending LOH,0.036861103
77,0.6166166,Ascending LOH,0.03684646
78,0.6246246,Ascending LOH,0.0368318
79,0.6326327,Ascending LOH,0.03681708
80,0.6406406,Ascending LOH,0.03680235
81,0.6486486,Ascending LOH,0.0367876
82,0.6566566,Ascending LOH,0.036772814
83,0.6646646,Ascending LOH,0.03675802
84,0.6726726,Ascending LOH,0.036743212
85,0.68068063,Ascending LOH,0.036728412
86,0.68868864,Ascending LOH,0.036713604
87,0.6966967,Ascending LOH,0.036698803
88,0.7047047,Ascending LOH,0.036684018
89,0.7127127,Ascending LOH,0.036669236
90,0.7207207,Ascending LOH,0.036654484
91,0.7287287,Ascending LOH,0.036639765
92,0.7367367,Ascending LOH,0.036625065
93,0.7447447,Ascending LOH,0.03661041
94,0.7527528,Ascending LOH,0.036595795
95,0.7607608,Ascending LOH,0.036581207
96,0.7687688,Ascending LOH,0.036566693
97,0.7767768,Ascending LOH,0.03655222
98,0.7847848,Ascending LOH,0.036537815
99,0.7927928,Ascending LOH,0.036523473
100,0.8008008,Ascending LOH,0.0365092
101,0.8088088,Ascending LOH,0.036495004
