,Time,Component,percent
0,3.0,BC,0.021907063
1,3.0050051,BC,0.021832274
2,3.01001,BC,0.021757126
3,3.0150151,BC,0.021681624
4,3.02002,BC,0.021605771
5,3.0250251,BC,0.021529593
6,3.03003,BC,0.021453088
7,3.0350351,BC,0.021376261
8,3.04004,BC,0.021299137
9,3.0450451,BC,0.021221718
10,3.05005,BC,0.021144012
11,3.0550551,BC,0.021066038
12,3.06006,BC,0.020987796
13,3.0650651,BC,0.020909304
14,3.07007,BC,0.02083057
15,3.0750751,BC,0.020751605
16,3.08008,BC,0.020672422
17,3.0850852,BC,0.020593029
18,3.09009,BC,0.020513427
19,3.0950952,BC,0.020433646
20,3.1001,BC,0.020353679
21,3.1051052,BC,0.020273553
22,3.11011,BC,0.020193256
23,3.1151152,BC,0.020112826
24,3.12012,BC,0.020032253
25,3.1251252,BC,0.01995155
26,3.13013,BC,0.01987073
27,3.1351352,BC,0.019789811
28,3.14014,BC,0.019708805
29,3.1451452,BC,0.019627709
30,3.15015,BC,0.01954653
31,3.1551552,BC,0.019465296
32,3.16016,BC,0.01938401
33,3.1651652,BC,0.019302676
34,3.17017,BC,0.019221319
35,3.1751752,BC,0.019139929
36,3.18018,BC,0.01905853
37,3.1851852,BC,0.018977135
38,3.1901903,BC,0.018895745
39,3.1951952,BC,0.018814372
40,3.2002,BC,0.018733028
41,3.2052052,BC,0.018651728
42,3.2102103,BC,0.018570473
43,3.2152152,BC,0.01848928
44,3.2202203,BC,0.018408153
45,3.2252252,BC,0.018327093
46,3.2302303,BC,0.01824614
47,3.2352352,BC,0.018165274
48,3.2402403,BC,0.018084511
49,3.2452452,BC,0.018003872
50,3.2502503,BC,0.017923353
51,3.2552552,BC,0.01784297
52,3.2602603,BC,0.017762734
53,3.2652652,BC,0.01768265
54,3.2702703,BC,0.017602725
55,3.2752752,BC,0.017522974
56,3.2802804,BC,0.017443402
57,3.2852852,BC,0.017364018
58,3.2902904,BC,0.017284835
59,3.2952952,BC,0.017205855
60,3.3003004,BC,0.01712709
61,3.3053052,BC,0.017048545
62,3.3103104,BC,0.016970234
63,3.3153152,BC,0.016892161
64,3.3203204,BC,0.016814338
65,3.3253253,BC,0.016736772
66,3.3303304,BC,0.016659461
67,3.3353353,BC,0.016582431
68,3.3403404,BC,0.01650567
69,3.3453453,BC,0.016429204
70,3.3503504,BC,0.016353024
71,3.3553553,BC,0.016277151
72,3.3603604,BC,0.016201584
73,3.3653655,BC,0.016126335
74,3.3703704,BC,0.016051408
75,3.3753753,BC,0.015976807
76,3.3803804,BC,0.015902547
77,3.3853855,BC,0.015828626
78,3.3903904,BC,0.01575506
79,3.3953955,BC,0.015681848
80,3.4004004,BC,0.015608996
81,3.4054055,BC,0.015536517
82,3.4104104,BC,0.015464407
83,3.4154153,BC,0.015392685
84,3.4204204,BC,0.015321347
85,3.4254255,BC,0.015250402
86,3.4304304,BC,0.015179852
87,3.4354355,BC,0.015109715
88,3.4404404,BC,0.015039979
89,3.4454455,BC,0.014970662
90,3.4504504,BC,0.014901761
91,3.4554555,BC,0.014833287
92,3.4604604,BC,0.014765242
93,3.4654655,BC,0.014697639
94,3.4704704,BC,0.014630472
95,3.4754755,BC,0.014563746
96,3.4804804,BC,0.014497474
97,3.4854856,BC,0.014431656
98,3.4904904,BC,0.014366297
99,3.4954956,BC,0.0143014
100,3.5005004,BC,0.01423697
101,3.5055056,BC,0.014173009
102,3.5105104,BC,0.014109525
103,3.5155156,BC,0.014046519
104,3.5205204,BC,0.013983992
105,3.5255256,BC,0.0139219565
106,3.5305305,BC,0.013860408
107,3.5355356,BC,0.01379936
108,3.5405405,BC,0.013738802
109,3.5455456,BC,0.013678744
110,3.5505505,BC,0.013619189
111,3.5555556,BC,0.013560145
112,3.5605607,BC,0.013501604
113,3.5655656,BC,0.013443584
114,3.5705705,BC,0.013386071
115,3.5755756,BC,0.013329076
116,3.5805807,BC,0.013272606
117,3.5855856,BC,0.013216657
118,3.5905905,BC,0.013161235
119,3.5955956,BC,0.013106342
120,3.6006007,BC,0.013051978
121,3.6056056,BC,0.012998144
122,3.6106105,BC,0.012944847
123,3.6156156,BC,0.012892089
124,3.6206207,BC,0.012839871
125,3.6256256,BC,0.012788188
126,3.6306305,BC,0.012737053
127,3.6356356,BC,0.012686459
128,3.6406407,BC,0.012636413
129,3.6456456,BC,0.012586917
130,3.6506505,BC,0.01253797
131,3.6556556,BC,0.012489571
132,3.6606607,BC,0.012441726
133,3.6656656,BC,0.012394438
134,3.6706705,BC,0.012347702
135,3.6756756,BC,0.01230152
136,3.6806808,BC,0.012255899
137,3.6856856,BC,0.012210839
138,3.6906905,BC,0.012166341
139,3.6956956,BC,0.012122397
140,3.7007008,BC,0.012079021
141,3.7057056,BC,0.01203621
142,3.7107105,BC,0.011993958
143,3.7157156,BC,0.011952275
144,3.7207208,BC,0.0119111575
145,3.7257257,BC,0.011870605
146,3.7307308,BC,0.0118306205
147,3.735736,BC,0.011791203
148,3.7407408,BC,0.011752357
149,3.7457457,BC,0.011714079
150,3.7507508,BC,0.011676373
151,3.755756,BC,0.011639236
152,3.7607608,BC,0.011602666
153,3.7657657,BC,0.011566672
154,3.7707708,BC,0.011531253
155,3.775776,BC,0.011496401
156,3.7807808,BC,0.011462125
157,3.7857857,BC,0.011428425
158,3.7907908,BC,0.011395295
159,3.795796,BC,0.011362739
160,3.8008008,BC,0.011330754
161,3.8058057,BC,0.011299349
162,3.8108108,BC,0.011268516
163,3.815816,BC,0.011238264
164,3.8208208,BC,0.011208579
165,3.8258257,BC,0.011179473
166,3.8308308,BC,0.011150941
167,3.835836,BC,0.011122987
168,3.8408408,BC,0.011095606
169,3.845846,BC,0.011068803
170,3.8508508,BC,0.011042575
171,3.855856,BC,0.011016931
172,3.8608608,BC,0.010991851
173,3.865866,BC,0.010967355
174,3.8708708,BC,0.010943431
175,3.875876,BC,0.010920088
176,3.8808808,BC,0.010897321
177,3.885886,BC,0.010875129
178,3.8908908,BC,0.010853517
179,3.895896,BC,0.010832481
180,3.9009008,BC,0.010812019
181,3.905906,BC,0.01079214
182,3.9109108,BC,0.010772831
183,3.915916,BC,0.010754099
184,3.9209208,BC,0.010735949
185,3.925926,BC,0.0107183745
186,3.9309309,BC,0.010701379
187,3.935936,BC,0.010684959
188,3.9409409,BC,0.010669115
189,3.945946,BC,0.01065385
190,3.9509509,BC,0.010639164
191,3.955956,BC,0.010625054
192,3.9609609,BC,0.010611523
193,3.965966,BC,0.010598566
194,3.970971,BC,0.010586193
195,3.975976,BC,0.010574393
196,3.9809809,BC,0.010563176
197,3.985986,BC,0.010552532
198,3.990991,BC,0.010542469
199,3.995996,BC,0.010532986
200,4.001001,BC,0.010524077
201,4.0060062,BC,0.010515751
202,4.011011,BC,0.010508001
203,4.016016,BC,0.010500833
204,4.021021,BC,0.010494243
205,4.026026,BC,0.010488234
206,4.031031,BC,0.010482806
207,4.036036,BC,0.010477951
208,4.041041,BC,0.010473682
209,4.0460463,BC,0.010469993
210,4.051051,BC,0.010466882
211,4.056056,BC,0.0104643535
212,4.061061,BC,0.010462406
213,4.066066,BC,0.010461041
214,4.071071,BC,0.010460258
215,4.076076,BC,0.010460053
216,4.081081,BC,0.010460433
217,4.0860863,BC,0.010461393
218,4.091091,BC,0.0104629425
219,4.096096,BC,0.010465072
220,4.101101,BC,0.010467783
221,4.106106,BC,0.010471076
222,4.111111,BC,0.010474959
223,4.116116,BC,0.010479422
224,4.1211214,BC,0.010484472
225,4.1261263,BC,0.010490107
226,4.131131,BC,0.01049633
227,4.136136,BC,0.010503139
228,4.141141,BC,0.010510532
229,4.1461463,BC,0.010518514
230,4.151151,BC,0.010527083
231,4.156156,BC,0.010536239
232,4.1611614,BC,0.010545986
233,4.1661663,BC,0.010556318
234,4.171171,BC,0.010567242
235,4.176176,BC,0.010578753
236,4.181181,BC,0.010590852
237,4.1861863,BC,0.010603549
238,4.191191,BC,0.0106168315
239,4.196196,BC,0.0106307035
240,4.2012014,BC,0.01064517
241,4.2062063,BC,0.010660232
242,4.211211,BC,0.010675881
243,4.216216,BC,0.010692125
244,4.221221,BC,0.0107089635
245,4.2262263,BC,0.010726396
246,4.231231,BC,0.010744417
247,4.236236,BC,0.010763041
248,4.2412415,BC,0.010782256
249,4.2462463,BC,0.010802064
250,4.251251,BC,0.010822468
251,4.256256,BC,0.010843477
252,4.261261,BC,0.010865071
253,4.2662663,BC,0.010887268
254,4.271271,BC,0.010910057
255,4.276276,BC,0.010933444
256,4.2812815,BC,0.01095743
257,4.2862864,BC,0.010982016
258,4.291291,BC,0.011007197
259,4.296296,BC,0.011032977
260,4.301301,BC,0.011059358
261,4.3063064,BC,0.011086331
262,4.3113112,BC,0.011113904
263,4.316316,BC,0.01114208
264,4.3213215,BC,0.01117085
265,4.3263264,BC,0.01120022
266,4.3313313,BC,0.011230186
267,4.336336,BC,0.0112607535
268,4.341341,BC,0.01129192
269,4.3463464,BC,0.01132368
270,4.3513513,BC,0.011356039
271,4.356356,BC,0.011389001
272,4.3613615,BC,0.011422557
273,4.3663664,BC,0.011456707
274,4.3713713,BC,0.011491455
275,4.376376,BC,0.011526805
276,4.381381,BC,0.011562742
277,4.3863864,BC,0.01159928
278,4.3913913,BC,0.011636413
279,4.396396,BC,0.011674137
280,4.4014015,BC,0.011712455
281,4.4064064,BC,0.01175137
282,4.4114113,BC,0.011790871
283,4.416416,BC,0.011830963
284,4.421421,BC,0.011871648
285,4.4264264,BC,0.01191292
286,4.4314313,BC,0.011954779
287,4.436436,BC,0.011997225
288,4.4414415,BC,0.012040257
289,4.4464464,BC,0.012083869
290,4.4514513,BC,0.012128069
291,4.456456,BC,0.012172845
292,4.4614615,BC,0.0122182015
293,4.4664664,BC,0.0122641325
294,4.471472,BC,0.012310649
295,4.4764767,BC,0.012357734
