"","ensembl_gene_id_version","ensembl_gene_id","external_gene_name"
"391","ENSMMUG00000005188.4","ENSMMUG00000005188","PIK3CA"
"392","ENSMMUG00000005210.4","ENSMMUG00000005210","RPS6KC1"
"393","ENSMMUG00000005216.4","ENSMMUG00000005216","NEK2"
"394","ENSMMUG00000005228.4","ENSMMUG00000005228","PIP5K1A"
"395","ENSMMUG00000005243.4","ENSMMUG00000005243","EXOC8"
"396","ENSMMUG00000005244.4","ENSMMUG00000005244","SPRTN"
"397","ENSMMUG00000005283.4","ENSMMUG00000005283","SFT2D2"
"398","ENSMMUG00000005287.4","ENSMMUG00000005287","LHX8"
"399","ENSMMUG00000005306.4","ENSMMUG00000005306","TRIM11"
"400","ENSMMUG00000005307.4","ENSMMUG00000005307","TRIM17"
"401","ENSMMUG00000005342.4","ENSMMUG00000005342","EIF2B3"
"402","ENSMMUG00000005350.4","ENSMMUG00000005350","EFNA1"
"403","ENSMMUG00000005361.4","ENSMMUG00000005361","MCOLN3"
"404","ENSMMUG00000005369.4","ENSMMUG00000005369","ZNF852"
"405","ENSMMUG00000005370.4","ENSMMUG00000005370","KCNH8"
"406","ENSMMUG00000005371.4","ENSMMUG00000005371","C1H1orf122"
"407","ENSMMUG00000005372.4","ENSMMUG00000005372","YRDC"
"408","ENSMMUG00000005410.4","ENSMMUG00000005410","EDEM3"
"409","ENSMMUG00000005426.4","ENSMMUG00000005426","STRIP1"
"410","ENSMMUG00000005465.4","ENSMMUG00000005465","DYNC1LI1"
"411","ENSMMUG00000005466.4","ENSMMUG00000005466","SPOCD1"
"412","ENSMMUG00000005515.4","ENSMMUG00000005515","ABCC5"
"413","ENSMMUG00000005519.4","ENSMMUG00000005519","CPA3"
"414","ENSMMUG00000005521.4","ENSMMUG00000005521","GYG1"
"415","ENSMMUG00000005526.4","ENSMMUG00000005526","HLTF"
"416","ENSMMUG00000005528.4","ENSMMUG00000005528","HPS3"
"417","ENSMMUG00000005529.4","ENSMMUG00000005529","CP"
"418","ENSMMUG00000005566.4","ENSMMUG00000005566","OR2T1"
"419","ENSMMUG00000005570.4","ENSMMUG00000005570","TRIM58"
"420","ENSMMUG00000005578.4","ENSMMUG00000005578","SLC35E2"
"421","ENSMMUG00000005585.4","ENSMMUG00000005585","TMCO1"
"422","ENSMMUG00000005634.3","ENSMMUG00000005634","RNASEL"
"423","ENSMMUG00000005635.4","ENSMMUG00000005635","DHX9"
"424","ENSMMUG00000005667.4","ENSMMUG00000005667","FH"
"425","ENSMMUG00000005668.4","ENSMMUG00000005668","KMO"
"426","ENSMMUG00000005669.4","ENSMMUG00000005669","OPN3"
"427","ENSMMUG00000005681.4","ENSMMUG00000005681","DHRS3"
"428","ENSMMUG00000005720.4","ENSMMUG00000005720","BCL10"
"429","ENSMMUG00000005735.4","ENSMMUG00000005735","BSND"
"430","ENSMMUG00000005736.4","ENSMMUG00000005736","PCSK9"
"431","ENSMMUG00000005740.4","ENSMMUG00000005740","USP24"
"432","ENSMMUG00000005742.4","ENSMMUG00000005742","CDCP1"
"433","ENSMMUG00000005777.4","ENSMMUG00000005777","SMYD3"
"434","ENSMMUG00000005782.4","ENSMMUG00000005782","EPHX1"
"435","ENSMMUG00000005785.4","ENSMMUG00000005785","TMEM63A"
"436","ENSMMUG00000005801.4","ENSMMUG00000005801","GNPAT"
"437","ENSMMUG00000005803.4","ENSMMUG00000005803","C1H1orf131"
"438","ENSMMUG00000005812.4","ENSMMUG00000005812","SORT1"
"439","ENSMMUG00000005815.4","ENSMMUG00000005815","ATXN7L2"
"440","ENSMMUG00000005816.4","ENSMMUG00000005816","CYB561D1"
"441","ENSMMUG00000005818.4","ENSMMUG00000005818","GNAI3"
"442","ENSMMUG00000005819.4","ENSMMUG00000005819","GNAT2"
"443","ENSMMUG00000005820.4","ENSMMUG00000005820","AMPD2"
"444","ENSMMUG00000005836.4","ENSMMUG00000005836","ZFP69B"
"445","ENSMMUG00000005863.4","ENSMMUG00000005863","NMNAT1"
"446","ENSMMUG00000005873.4","ENSMMUG00000005873","DISP1"
"447","ENSMMUG00000005877.4","ENSMMUG00000005877","COG2"
"448","ENSMMUG00000005881.4","ENSMMUG00000005881","AGT"
"449","ENSMMUG00000005882.4","ENSMMUG00000005882","CAPN9"
"450","ENSMMUG00000005886.4","ENSMMUG00000005886","C1H1orf198"
"451","ENSMMUG00000005888.4","ENSMMUG00000005888","TTC13"
"452","ENSMMUG00000005892.4","ENSMMUG00000005892","ARV1"
"453","ENSMMUG00000005921.4","ENSMMUG00000005921","KIF21B"
"454","ENSMMUG00000005938.4","ENSMMUG00000005938","PDCD10"
"455","ENSMMUG00000005939.4","ENSMMUG00000005939","SERPINI1"
"456","ENSMMUG00000005946.4","ENSMMUG00000005946","NLRP3"
"457","ENSMMUG00000005947.4","ENSMMUG00000005947","SAMD11"
"458","ENSMMUG00000005949.4","ENSMMUG00000005949","OR2B11"
"459","ENSMMUG00000005955.4","ENSMMUG00000005955","GCSAML"
"460","ENSMMUG00000005986.4","ENSMMUG00000005986","KLF17"
"461","ENSMMUG00000005990.4","ENSMMUG00000005990","ST6GALNAC3"
"462","ENSMMUG00000005992.4","ENSMMUG00000005992","ZMPSTE24"
"463","ENSMMUG00000005994.4","ENSMMUG00000005994","ST6GALNAC5"
"464","ENSMMUG00000006022.4","ENSMMUG00000006022","VWA5B1"
"465","ENSMMUG00000006119.4","ENSMMUG00000006119","EIF3I"
"466","ENSMMUG00000006164.4","ENSMMUG00000006164","TMEM51"
"467","ENSMMUG00000006171.4","ENSMMUG00000006171","SLC16A1"
"468","ENSMMUG00000006187.4","ENSMMUG00000006187","ANGPTL7"
"469","ENSMMUG00000006203.4","ENSMMUG00000006203","SSX2IP"
"470","ENSMMUG00000006214.4","ENSMMUG00000006214","OR11L1"
"471","ENSMMUG00000006221.4","ENSMMUG00000006221","PRDX1"
"472","ENSMMUG00000006224.4","ENSMMUG00000006224","PIK3CD"
"473","ENSMMUG00000006225.4","ENSMMUG00000006225","CLSTN1"
"474","ENSMMUG00000006226.4","ENSMMUG00000006226","SLC35F3"
"475","ENSMMUG00000006238.4","ENSMMUG00000006238","HMGB4"
"476","ENSMMUG00000006251.4","ENSMMUG00000006251","AGO1"
"477","ENSMMUG00000006252.4","ENSMMUG00000006252","AGO3"
"478","ENSMMUG00000006256.4","ENSMMUG00000006256","TARS2"
"479","ENSMMUG00000006257.4","ENSMMUG00000006257","ECM1"
"480","ENSMMUG00000006260.4","ENSMMUG00000006260","FAM20B"
"481","ENSMMUG00000006261.4","ENSMMUG00000006261","TOR3A"
"482","ENSMMUG00000006262.4","ENSMMUG00000006262","ABL2"
"483","ENSMMUG00000006265.4","ENSMMUG00000006265","NES"
"484","ENSMMUG00000006284.4","ENSMMUG00000006284","AK2"
"485","ENSMMUG00000006285.4","ENSMMUG00000006285","AZIN2"
"486","ENSMMUG00000006300.4","ENSMMUG00000006300","LMX1A"
"487","ENSMMUG00000006351.4","ENSMMUG00000006351","UBE2E1"
"488","ENSMMUG00000006352.3","ENSMMUG00000006352","NKIRAS1"
"489","ENSMMUG00000006353.4","ENSMMUG00000006353","RPL15"
"490","ENSMMUG00000006369.4","ENSMMUG00000006369","ARHGAP29"
"491","ENSMMUG00000006389.4","ENSMMUG00000006389","ZSCAN20"
"492","ENSMMUG00000006473.4","ENSMMUG00000006473","ZNF662"
"493","ENSMMUG00000006480.4","ENSMMUG00000006480","SLC22A13"
"494","ENSMMUG00000006485.4","ENSMMUG00000006485","L1TD1"
"495","ENSMMUG00000006553.4","ENSMMUG00000006553","DVL3"
"496","ENSMMUG00000006557.4","ENSMMUG00000006557","AP2M1"
"497","ENSMMUG00000006558.4","ENSMMUG00000006558","ABCF3"
"498","ENSMMUG00000006559.3","ENSMMUG00000006559","RAB42"
"499","ENSMMUG00000006561.4","ENSMMUG00000006561","TRNAU1AP"
"500","ENSMMUG00000006562.3","ENSMMUG00000006562","EIF2B5"
"501","ENSMMUG00000006576.4","ENSMMUG00000006576","PBXIP1"
"502","ENSMMUG00000006579.4","ENSMMUG00000006579","PYGO2"
"503","ENSMMUG00000006580.3","ENSMMUG00000006580","DYNLT4"
"504","ENSMMUG00000006581.4","ENSMMUG00000006581","SHC1"
"505","ENSMMUG00000006582.4","ENSMMUG00000006582","PLK3"
"506","ENSMMUG00000006584.4","ENSMMUG00000006584","FLAD1"
"507","ENSMMUG00000006596.4","ENSMMUG00000006596","CNOT10"
"508","ENSMMUG00000006623.4","ENSMMUG00000006623","RUBCN"
"509","ENSMMUG00000006645.4","ENSMMUG00000006645","SRRM1"
"510","ENSMMUG00000006648.4","ENSMMUG00000006648","RNF7"
"511","ENSMMUG00000006651.3","ENSMMUG00000006651","C1H1orf185"
"512","ENSMMUG00000006658.4","ENSMMUG00000006658","CAPN7"
"513","ENSMMUG00000006661.4","ENSMMUG00000006661","SH3BP5"
"514","ENSMMUG00000006662.4","ENSMMUG00000006662","MME"
"515","ENSMMUG00000006669.4","ENSMMUG00000006669","UBR4"
"516","ENSMMUG00000006685.4","ENSMMUG00000006685","APCS"
"517","ENSMMUG00000006688.4","ENSMMUG00000006688","EMC1"
"518","ENSMMUG00000006697.4","ENSMMUG00000006697","AKR7A2"
"519","ENSMMUG00000006754.4","ENSMMUG00000006754","TTC4"
"520","ENSMMUG00000006756.4","ENSMMUG00000006756","C1H1orf87"
"521","ENSMMUG00000006780.4","ENSMMUG00000006780","OLFM3"
"522","ENSMMUG00000006786.4","ENSMMUG00000006786","PTPN22"
"523","ENSMMUG00000006787.4","ENSMMUG00000006787","BCL2L15"
"524","ENSMMUG00000006812.4","ENSMMUG00000006812","DCLK3"
"525","ENSMMUG00000006816.4","ENSMMUG00000006816","TRANK1"
"526","ENSMMUG00000006819.4","ENSMMUG00000006819","HFM1"
"527","ENSMMUG00000006836.4","ENSMMUG00000006836","CLCA1"
"528","ENSMMUG00000006865.4","ENSMMUG00000006865","PGLYRP4"
"529","ENSMMUG00000006868.4","ENSMMUG00000006868","S100A9"
"530","ENSMMUG00000006891.4","ENSMMUG00000006891","AKR7A3"
"531","ENSMMUG00000006892.4","ENSMMUG00000006892","SLC66A1"
"532","ENSMMUG00000006894.4","ENSMMUG00000006894","CAPZB"
"533","ENSMMUG00000006904.4","ENSMMUG00000006904",""
"534","ENSMMUG00000006993.4","ENSMMUG00000006993","PP2D1"
"535","ENSMMUG00000007046.4","ENSMMUG00000007046","ADIPOR1"
"536","ENSMMUG00000007109.4","ENSMMUG00000007109","DVL1"
"537","ENSMMUG00000007110.3","ENSMMUG00000007110","SRSF4"
"538","ENSMMUG00000007129.4","ENSMMUG00000007129","CD46"
"539","ENSMMUG00000007141.4","ENSMMUG00000007141","ARID4B"
"540","ENSMMUG00000007145.4","ENSMMUG00000007145","GGPS1"
"541","ENSMMUG00000007180.4","ENSMMUG00000007180","BTBD8"
"542","ENSMMUG00000007182.4","ENSMMUG00000007182","LRRC42"
"543","ENSMMUG00000007183.4","ENSMMUG00000007183","TMEM59"
"544","ENSMMUG00000007213.4","ENSMMUG00000007213","SPATA17"
"545","ENSMMUG00000007220.4","ENSMMUG00000007220","ACADM"
"546","ENSMMUG00000007244.4","ENSMMUG00000007244","OTUD7B"
"547","ENSMMUG00000007246.4","ENSMMUG00000007246","MTMR11"
"548","ENSMMUG00000007256.4","ENSMMUG00000007256","SF3B4"
"549","ENSMMUG00000007257.4","ENSMMUG00000007257","SV2A"
"550","ENSMMUG00000007258.3","ENSMMUG00000007258","BOLA1"
"551","ENSMMUG00000007266.4","ENSMMUG00000007266","EEF1AKNMT"
"552","ENSMMUG00000007273.4","ENSMMUG00000007273","DNM3"
"553","ENSMMUG00000007278.4","ENSMMUG00000007278","C1H1orf105"
"554","ENSMMUG00000007279.4","ENSMMUG00000007279","PIGC"
"555","ENSMMUG00000007280.4","ENSMMUG00000007280","SUCO"
"556","ENSMMUG00000007291.4","ENSMMUG00000007291",""
"557","ENSMMUG00000007303.4","ENSMMUG00000007303","RPRD2"
"558","ENSMMUG00000007315.4","ENSMMUG00000007315","CROCC"
"559","ENSMMUG00000007324.4","ENSMMUG00000007324","GMPS"
"560","ENSMMUG00000007334.4","ENSMMUG00000007334","ZNF281"
"561","ENSMMUG00000007338.4","ENSMMUG00000007338","TXNIP"
"562","ENSMMUG00000007367.4","ENSMMUG00000007367","RARB"
"563","ENSMMUG00000007371.4","ENSMMUG00000007371","TOP2B"
"564","ENSMMUG00000007387.4","ENSMMUG00000007387","GRK7"
"565","ENSMMUG00000007390.4","ENSMMUG00000007390","IL20RB"
"566","ENSMMUG00000007456.4","ENSMMUG00000007456","TARDBP"
"567","ENSMMUG00000007459.4","ENSMMUG00000007459","MASP2"
"568","ENSMMUG00000007490.4","ENSMMUG00000007490","PDE4B"
"569","ENSMMUG00000007497.4","ENSMMUG00000007497","PABPC4"
"570","ENSMMUG00000007503.4","ENSMMUG00000007503","FAM131A"
"571","ENSMMUG00000007507.4","ENSMMUG00000007507","CLCN2"
"572","ENSMMUG00000007524.3","ENSMMUG00000007524","POLR2H"
"573","ENSMMUG00000007525.4","ENSMMUG00000007525","THPO"
"574","ENSMMUG00000007527.4","ENSMMUG00000007527",""
"575","ENSMMUG00000007528.4","ENSMMUG00000007528","CHRD"
"576","ENSMMUG00000007558.4","ENSMMUG00000007558","SLC5A9"
"577","ENSMMUG00000007577.4","ENSMMUG00000007577","CACHD1"
"578","ENSMMUG00000007604.4","ENSMMUG00000007604","PODN"
"579","ENSMMUG00000007605.4","ENSMMUG00000007605","SLC1A7"
"580","ENSMMUG00000007606.4","ENSMMUG00000007606","CPT2"
"581","ENSMMUG00000007611.4","ENSMMUG00000007611","CZIB"
"582","ENSMMUG00000007612.4","ENSMMUG00000007612","LRP8"
"583","ENSMMUG00000007627.3","ENSMMUG00000007627","SUSD5"
"584","ENSMMUG00000007635.4","ENSMMUG00000007635","ZNF644"
"585","ENSMMUG00000007643.4","ENSMMUG00000007643","SEMA6C"
"586","ENSMMUG00000007706.4","ENSMMUG00000007706","DBT"
"587","ENSMMUG00000007755.4","ENSMMUG00000007755","NME9"
"588","ENSMMUG00000007757.4","ENSMMUG00000007757","ESYT3"
"589","ENSMMUG00000007760.4","ENSMMUG00000007760","CEP70"
"590","ENSMMUG00000007765.4","ENSMMUG00000007765","WNT2B"
"591","ENSMMUG00000007766.4","ENSMMUG00000007766","ST7L"
"592","ENSMMUG00000007767.4","ENSMMUG00000007767","PPM1J"
"593","ENSMMUG00000007783.4","ENSMMUG00000007783","IARS2"
"594","ENSMMUG00000007784.4","ENSMMUG00000007784","RAB3GAP2"
"595","ENSMMUG00000007806.4","ENSMMUG00000007806","LYPLAL1"
"596","ENSMMUG00000007825.4","ENSMMUG00000007825","NCBP2"
"597","ENSMMUG00000007828.4","ENSMMUG00000007828","MTHFR"
"598","ENSMMUG00000007829.4","ENSMMUG00000007829","CLCN6"
"599","ENSMMUG00000007834.4","ENSMMUG00000007834","NPPA"
"600","ENSMMUG00000007854.4","ENSMMUG00000007854","MTFR1L"
"601","ENSMMUG00000007856.3","ENSMMUG00000007856","AUNIP"
"602","ENSMMUG00000007857.3","ENSMMUG00000007857","PAQR7"
"603","ENSMMUG00000007865.4","ENSMMUG00000007865","CPN2"
"604","ENSMMUG00000007866.4","ENSMMUG00000007866","LRRC15"
"605","ENSMMUG00000007893.4","ENSMMUG00000007893","HHIPL2"
"606","ENSMMUG00000007896.4","ENSMMUG00000007896","TAF1A"
"607","ENSMMUG00000007897.4","ENSMMUG00000007897","TNFAIP8L2"
"608","ENSMMUG00000007898.4","ENSMMUG00000007898","LYSMD1"
"609","ENSMMUG00000007900.4","ENSMMUG00000007900","SCNM1"
"610","ENSMMUG00000007903.4","ENSMMUG00000007903","TMOD4"
"611","ENSMMUG00000007905.4","ENSMMUG00000007905","VPS72"
"612","ENSMMUG00000007927.4","ENSMMUG00000007927","ATR"
"613","ENSMMUG00000007952.4","ENSMMUG00000007952","FMO3"
"614","ENSMMUG00000007969.4","ENSMMUG00000007969","CD160"
"615","ENSMMUG00000007976.4","ENSMMUG00000007976","PLSCR4"
"616","ENSMMUG00000008003.4","ENSMMUG00000008003","LRRC8C"
"617","ENSMMUG00000008026.4","ENSMMUG00000008026","SPEN"
"618","ENSMMUG00000008029.4","ENSMMUG00000008029","GSTM3"
"619","ENSMMUG00000008030.4","ENSMMUG00000008030","EPS8L3"
"620","ENSMMUG00000008031.4","ENSMMUG00000008031","ZBTB17"
"621","ENSMMUG00000008070.4","ENSMMUG00000008070","YEATS2"
"622","ENSMMUG00000008145.3","ENSMMUG00000008145","S100A1"
"623","ENSMMUG00000008146.4","ENSMMUG00000008146","CHTOP"
"624","ENSMMUG00000008149.4","ENSMMUG00000008149","ILF2"
"625","ENSMMUG00000008151.4","ENSMMUG00000008151","ATP1A1"
"626","ENSMMUG00000008153.4","ENSMMUG00000008153","NPR1"
"627","ENSMMUG00000008155.4","ENSMMUG00000008155","POU2F1"
"628","ENSMMUG00000008156.4","ENSMMUG00000008156","CD58"
"629","ENSMMUG00000008157.4","ENSMMUG00000008157","IGSF3"
"630","ENSMMUG00000008158.4","ENSMMUG00000008158","CD247"
"631","ENSMMUG00000008191.3","ENSMMUG00000008191","FAM89A"
"632","ENSMMUG00000008197.4","ENSMMUG00000008197","NTNG1"
"633","ENSMMUG00000008218.4","ENSMMUG00000008218","ADAMTSL4"
"634","ENSMMUG00000008251.4","ENSMMUG00000008251","CFAP126"
"635","ENSMMUG00000008338.4","ENSMMUG00000008338","WNT9A"
"636","ENSMMUG00000008340.4","ENSMMUG00000008340","TNFRSF8"
"637","ENSMMUG00000008355.4","ENSMMUG00000008355","MUC20"
"638","ENSMMUG00000008402.4","ENSMMUG00000008402","GABPB2"
"639","ENSMMUG00000008418.4","ENSMMUG00000008418","DNALI1"
"640","ENSMMUG00000008419.4","ENSMMUG00000008419","GNL2"
"641","ENSMMUG00000008420.4","ENSMMUG00000008420","RSPO1"
"642","ENSMMUG00000008426.4","ENSMMUG00000008426","TBCE"
"643","ENSMMUG00000008427.4","ENSMMUG00000008427","B3GALNT2"
"644","ENSMMUG00000008435.4","ENSMMUG00000008435","DNTTIP2"
"645","ENSMMUG00000008453.4","ENSMMUG00000008453","TMEM234"
"646","ENSMMUG00000008455.4","ENSMMUG00000008455","KPNA6"
"647","ENSMMUG00000008460.4","ENSMMUG00000008460","SOX13"
"648","ENSMMUG00000008462.4","ENSMMUG00000008462","ETNK2"
"649","ENSMMUG00000008464.4","ENSMMUG00000008464","REN"
"650","ENSMMUG00000008506.4","ENSMMUG00000008506",""
"651","ENSMMUG00000008507.4","ENSMMUG00000008507","GBA"
"652","ENSMMUG00000008509.4","ENSMMUG00000008509","GDAP2"
"653","ENSMMUG00000008511.4","ENSMMUG00000008511","SH2D1B"
"654","ENSMMUG00000008513.4","ENSMMUG00000008513","WDR3"
"655","ENSMMUG00000008515.4","ENSMMUG00000008515","SNX7"
"656","ENSMMUG00000008518.4","ENSMMUG00000008518","PLPPR5"
"657","ENSMMUG00000008519.4","ENSMMUG00000008519","SPAG17"
"658","ENSMMUG00000008552.4","ENSMMUG00000008552","TMEM61"
"659","ENSMMUG00000008572.4","ENSMMUG00000008572","CENPL"
"660","ENSMMUG00000008608.4","ENSMMUG00000008608","STT3B"
"661","ENSMMUG00000008610.4","ENSMMUG00000008610","OSBPL10"
"662","ENSMMUG00000008636.3","ENSMMUG00000008636","COQ8A"
"663","ENSMMUG00000008638.4","ENSMMUG00000008638","CDC42BPA"
"664","ENSMMUG00000008640.4","ENSMMUG00000008640","STUM"
"665","ENSMMUG00000008664.4","ENSMMUG00000008664","FAIM"
"666","ENSMMUG00000008666.4","ENSMMUG00000008666","PIK3CB"
"667","ENSMMUG00000008709.4","ENSMMUG00000008709","CHIT1"
"668","ENSMMUG00000008711.4","ENSMMUG00000008711","CHI3L1"
"669","ENSMMUG00000008713.4","ENSMMUG00000008713","MYBPHL"
"670","ENSMMUG00000008714.4","ENSMMUG00000008714","ADORA1"
"671","ENSMMUG00000008722.4","ENSMMUG00000008722","EPRS1"
"672","ENSMMUG00000008744.4","ENSMMUG00000008744","LAPTM5"
"673","ENSMMUG00000008761.4","ENSMMUG00000008761","EXO1"
"674","ENSMMUG00000008763.4","ENSMMUG00000008763","WDR64"
"675","ENSMMUG00000008776.3","ENSMMUG00000008776","PRDX6"
"676","ENSMMUG00000008779.4","ENSMMUG00000008779","SLC9C2"
"677","ENSMMUG00000008828.4","ENSMMUG00000008828","BEND5"
"678","ENSMMUG00000008835.4","ENSMMUG00000008835","PINK1"
"679","ENSMMUG00000008836.4","ENSMMUG00000008836","DDOST"
"680","ENSMMUG00000008847.4","ENSMMUG00000008847","SH2D5"
"681","ENSMMUG00000008852.4","ENSMMUG00000008852","HP1BP3"
"682","ENSMMUG00000008857.4","ENSMMUG00000008857","CHIA"
"683","ENSMMUG00000008865.3","ENSMMUG00000008865","PLAAT1"
"684","ENSMMUG00000008916.4","ENSMMUG00000008916","TF"
"685","ENSMMUG00000008917.4","ENSMMUG00000008917","S100A6"
"686","ENSMMUG00000008918.3","ENSMMUG00000008918","SRPRB"
"687","ENSMMUG00000008919.4","ENSMMUG00000008919","RAB6B"
"688","ENSMMUG00000008922.4","ENSMMUG00000008922","CRP"
"689","ENSMMUG00000008932.4","ENSMMUG00000008932","DNAI3"
"690","ENSMMUG00000008967.4","ENSMMUG00000008967","VANGL1"
"691","ENSMMUG00000008970.4","ENSMMUG00000008970","CASQ2"
"692","ENSMMUG00000008973.4","ENSMMUG00000008973","FCRL4"
"693","ENSMMUG00000008974.4","ENSMMUG00000008974","FCRL5"
"694","ENSMMUG00000008990.4","ENSMMUG00000008990","RGS8"
"695","ENSMMUG00000008992.4","ENSMMUG00000008992","NPL"
"696","ENSMMUG00000009010.4","ENSMMUG00000009010","CRTAP"
"697","ENSMMUG00000009024.4","ENSMMUG00000009024","CHD1L"
"698","ENSMMUG00000009036.4","ENSMMUG00000009036","ARHGEF26"
"699","ENSMMUG00000009040.4","ENSMMUG00000009040","CRNN"
"700","ENSMMUG00000009076.4","ENSMMUG00000009076","PRG4"
"701","ENSMMUG00000009081.4","ENSMMUG00000009081","TPR"
"702","ENSMMUG00000009085.4","ENSMMUG00000009085","ODR4"
"703","ENSMMUG00000009094.4","ENSMMUG00000009094","MRPL9"
"704","ENSMMUG00000009095.4","ENSMMUG00000009095","OAZ3"
"705","ENSMMUG00000009096.3","ENSMMUG00000009096","TDRKH"
"706","ENSMMUG00000009114.4","ENSMMUG00000009114",""
"707","ENSMMUG00000009184.4","ENSMMUG00000009184","MPZL1"
"708","ENSMMUG00000009188.4","ENSMMUG00000009188","CAP1"
"709","ENSMMUG00000009189.4","ENSMMUG00000009189","PPT1"
"710","ENSMMUG00000009197.4","ENSMMUG00000009197","MOBP"
"711","ENSMMUG00000009198.4","ENSMMUG00000009198","BCL6"
"712","ENSMMUG00000009226.4","ENSMMUG00000009226","MAP3K21"
"713","ENSMMUG00000009234.4","ENSMMUG00000009234","ZNF684"
"714","ENSMMUG00000009257.4","ENSMMUG00000009257","TBX15"
"715","ENSMMUG00000009265.4","ENSMMUG00000009265","WDR47"
"716","ENSMMUG00000009282.4","ENSMMUG00000009282","SPATA6"
"717","ENSMMUG00000009330.4","ENSMMUG00000009330","DDR2"
"718","ENSMMUG00000009332.4","ENSMMUG00000009332","HSD17B7"
"719","ENSMMUG00000009347.4","ENSMMUG00000009347",""
"720","ENSMMUG00000009350.4","ENSMMUG00000009350","PRDM16"
"721","ENSMMUG00000009354.4","ENSMMUG00000009354","ARHGEF16"
"722","ENSMMUG00000009358.4","ENSMMUG00000009358","MEGF6"
"723","ENSMMUG00000009373.4","ENSMMUG00000009373","AKIRIN1"
"724","ENSMMUG00000009418.4","ENSMMUG00000009418","RASA2"
"725","ENSMMUG00000009429.4","ENSMMUG00000009429","FAM102B"
"726","ENSMMUG00000009431.4","ENSMMUG00000009431","HENMT1"
"727","ENSMMUG00000009437.4","ENSMMUG00000009437","ZNF619"
"728","ENSMMUG00000009452.4","ENSMMUG00000009452","TRIM63"
"729","ENSMMUG00000009508.4","ENSMMUG00000009508","TAF5L"
"730","ENSMMUG00000009509.4","ENSMMUG00000009509","URB2"
"731","ENSMMUG00000009562.4","ENSMMUG00000009562","MACF1"
"732","ENSMMUG00000009564.4","ENSMMUG00000009564","NMD3"
"733","ENSMMUG00000009614.4","ENSMMUG00000009614","STAC"
"734","ENSMMUG00000009636.4","ENSMMUG00000009636","CLDN18"
"735","ENSMMUG00000009667.4","ENSMMUG00000009667","ZNF385D"
"736","ENSMMUG00000009679.4","ENSMMUG00000009679","GRIK3"
"737","ENSMMUG00000009694.4","ENSMMUG00000009694","SLC9A9"
"738","ENSMMUG00000009742.4","ENSMMUG00000009742","ACTL6A"
"739","ENSMMUG00000009744.4","ENSMMUG00000009744","MRPL47"
"740","ENSMMUG00000009745.4","ENSMMUG00000009745","POMGNT2"
"741","ENSMMUG00000009746.4","ENSMMUG00000009746","NDUFB5"
"742","ENSMMUG00000009760.4","ENSMMUG00000009760","ATP13A5"
"743","ENSMMUG00000009764.4","ENSMMUG00000009764","ATP13A4"
"744","ENSMMUG00000009765.4","ENSMMUG00000009765","OPA1"
"745","ENSMMUG00000009773.4","ENSMMUG00000009773","KDM1A"
"746","ENSMMUG00000009781.4","ENSMMUG00000009781","SYT6"
"747","ENSMMUG00000009868.4","ENSMMUG00000009868","AHDC1"
"748","ENSMMUG00000009931.4","ENSMMUG00000009931","CMTM7"
"749","ENSMMUG00000009939.4","ENSMMUG00000009939","ZBTB8OS"
"750","ENSMMUG00000009940.4","ENSMMUG00000009940","RBBP4"
"751","ENSMMUG00000009948.4","ENSMMUG00000009948","HDAC1"
"752","ENSMMUG00000009951.4","ENSMMUG00000009951","MARCKSL1"
"753","ENSMMUG00000009967.4","ENSMMUG00000009967","SERTAD4"
"754","ENSMMUG00000009981.4","ENSMMUG00000009981","MSTO1"
"755","ENSMMUG00000009983.4","ENSMMUG00000009983","UBQLN4"
"756","ENSMMUG00000009987.4","ENSMMUG00000009987","GON4L"
"757","ENSMMUG00000010020.4","ENSMMUG00000010020","C1H1orf52"
"758","ENSMMUG00000010030.4","ENSMMUG00000010030","UBE2J2"
"759","ENSMMUG00000010031.4","ENSMMUG00000010031","TGFBR2"
"760","ENSMMUG00000010033.4","ENSMMUG00000010033","GADL1"
"761","ENSMMUG00000010067.4","ENSMMUG00000010067","MINDY1"
"762","ENSMMUG00000010068.4","ENSMMUG00000010068","PRUNE1"
"763","ENSMMUG00000010071.4","ENSMMUG00000010071","BNIPL"
"764","ENSMMUG00000010072.4","ENSMMUG00000010072","C1H1orf56"
"765","ENSMMUG00000010073.4","ENSMMUG00000010073","MTR"
"766","ENSMMUG00000010074.4","ENSMMUG00000010074","CDC42SE1"
"767","ENSMMUG00000010075.3","ENSMMUG00000010075","MLLT11"
"768","ENSMMUG00000010081.4","ENSMMUG00000010081","KIFAP3"
"769","ENSMMUG00000010095.4","ENSMMUG00000010095","GLMN"
"770","ENSMMUG00000010096.4","ENSMMUG00000010096","RPAP2"
"771","ENSMMUG00000010110.4","ENSMMUG00000010110","BRINP3"
"772","ENSMMUG00000010127.4","ENSMMUG00000010127","CTBS"
"773","ENSMMUG00000010155.4","ENSMMUG00000010155","PRPF38B"
"774","ENSMMUG00000010156.4","ENSMMUG00000010156","FNDC7"
