,Time,Component,percent
0,0.0,BC,0.019590903
1,0.008008008,BC,0.019597417
2,0.016016016,BC,0.01960423
3,0.024024025,BC,0.019611342
4,0.03203203,BC,0.019618751
5,0.04004004,BC,0.019626455
6,0.04804805,BC,0.019634457
7,0.056056056,BC,0.019642757
8,0.06406406,BC,0.019651357
9,0.072072074,BC,0.019660246
10,0.08008008,BC,0.019669434
11,0.08808809,BC,0.019678915
12,0.0960961,BC,0.019688696
13,0.1041041,BC,0.019698761
14,0.11211211,BC,0.019709125
15,0.12012012,BC,0.01971978
16,0.12812813,BC,0.01973072
17,0.13613613,BC,0.01974196
18,0.14414415,BC,0.019753486
19,0.15215215,BC,0.019765303
20,0.16016015,BC,0.019777404
21,0.16816816,BC,0.019789798
22,0.17617618,BC,0.019802477
23,0.18418418,BC,0.01981545
24,0.1921922,BC,0.0198287
25,0.2002002,BC,0.01984224
26,0.20820822,BC,0.01985606
27,0.21621622,BC,0.019870164
28,0.22422422,BC,0.019884551
29,0.23223224,BC,0.019899221
30,0.24024025,BC,0.019914169
31,0.24824825,BC,0.019929402
32,0.25625625,BC,0.019944908
33,0.26426426,BC,0.019960696
34,0.27227226,BC,0.019976765
35,0.2802803,BC,0.019993097
36,0.2882883,BC,0.02000971
37,0.2962963,BC,0.020026596
38,0.3043043,BC,0.020043755
39,0.3123123,BC,0.020061186
40,0.3203203,BC,0.02007889
41,0.3283283,BC,0.020096853
42,0.3363363,BC,0.02011509
43,0.34434432,BC,0.020133596
44,0.35235235,BC,0.02015236
45,0.36036035,BC,0.020171387
46,0.36836836,BC,0.02019069
47,0.37637636,BC,0.020210244
48,0.3843844,BC,0.020230064
49,0.3923924,BC,0.02025014
50,0.4004004,BC,0.020270472
51,0.4084084,BC,0.020291058
52,0.41641644,BC,0.020311901
53,0.42442444,BC,0.020333005
54,0.43243244,BC,0.020354351
55,0.44044045,BC,0.020375945
56,0.44844845,BC,0.020397792
57,0.45645645,BC,0.02041989
58,0.46446446,BC,0.020442225
59,0.4724725,BC,0.020464811
60,0.4804805,BC,0.020487633
61,0.4884885,BC,0.0205107
62,0.4964965,BC,0.020534005
63,0.5045045,BC,0.020557545
64,0.5125125,BC,0.02058132
65,0.5205205,BC,0.020605339
66,0.5285285,BC,0.020629577
67,0.5365365,BC,0.02065405
68,0.5445445,BC,0.020678757
69,0.5525525,BC,0.020703683
70,0.5605606,BC,0.02072884
71,0.5685686,BC,0.020754214
72,0.5765766,BC,0.020779815
73,0.5845846,BC,0.020805629
74,0.5925926,BC,0.020831667
75,0.6006006,BC,0.02085792
76,0.6086086,BC,0.02088438
77,0.6166166,BC,0.020911057
78,0.6246246,BC,0.02093794
79,0.6326327,BC,0.020965029
80,0.6406406,BC,0.020992326
81,0.6486486,BC,0.021019824
82,0.6566566,BC,0.021047523
83,0.6646646,BC,0.021075424
84,0.6726726,BC,0.021103518
85,0.68068063,BC,0.02113181
86,0.68868864,BC,0.021160292
87,0.6966967,BC,0.021188963
88,0.7047047,BC,0.021217827
89,0.7127127,BC,0.021246867
90,0.7207207,BC,0.021276096
91,0.7287287,BC,0.021305505
92,0.7367367,BC,0.021335088
93,0.7447447,BC,0.021364858
94,0.7527528,BC,0.021394797
95,0.7607608,BC,0.0214249
96,0.7687688,BC,0.02145518
97,0.7767768,BC,0.021485627
98,0.7847848,BC,0.021516226
99,0.7927928,BC,0.021546999
100,0.8008008,BC,0.02157793
101,0.8088088,BC,0.021609008
102,0.8168168,BC,0.021640245
103,0.82482487,BC,0.021671638
104,0.8328328,BC,0.021703176
105,0.8408408,BC,0.021734862
106,0.8488488,BC,0.021766685
107,0.8568568,BC,0.021798652
108,0.8648648,BC,0.021830758
109,0.8728728,BC,0.021863
110,0.88088083,BC,0.021895371
111,0.8888889,BC,0.021927873
112,0.8968969,BC,0.021960504
113,0.9049049,BC,0.021993266
114,0.9129129,BC,0.022026137
115,0.9209209,BC,0.022059135
116,0.9289289,BC,0.022092247
117,0.9369369,BC,0.022125471
118,0.944945,BC,0.022158809
119,0.952953,BC,0.022192253
120,0.9609609,BC,0.022225793
121,0.9689689,BC,0.022259446
122,0.97697693,BC,0.02229319
123,0.98498493,BC,0.022327036
124,0.99299294,BC,0.022360973
125,1.001001,BC,0.022395
126,1.009009,BC,0.022429116
127,1.017017,BC,0.022463312
128,1.025025,BC,0.022497587
129,1.033033,BC,0.022531947
